Participant_ID,Preferred_Video_Category,Video_ID,Shown_Video_Category,ShownEqualsPreferred,Gaze_ Duration,EEG_Attention_Measure,Engagement_Rating,Content_Recall,Viral
3,Educational,3,Lifestyle,0,20.66622719,0.592217368,1,0,1
3,Educational,4,Music,0,32.64734628,0.628696878,5,0,0
3,Educational,5,Comedy,0,54.09074492,1.848355605,10,1,1
3,Educational,6,Music,0,17.2775598,3.237852822,10,0,1
3,Educational,7,Documentary,0,32.64734628,0.628696878,5,0,0
3,Educational,8,DIY,0,20.66622719,0.592217368,1,0,1
3,Educational,9,Art,0,18.84802627,1.743121265,1,1,1
3,Educational,10,Documentary,0,24.99962813,2.929455207,4,1,0
3,Educational,11,Art,0,15.04074097,2.834557692,10,0,1
3,Educational,12,Comedy,0,30.59665547,1.98416106,10,0,1
3,Educational,13,Food,0,24.99962813,2.929455207,4,1,0
3,Educational,14,Documentary,0,24.59638109,2.767071104,1,0,0
3,Educational,15,Comedy,0,54.09074492,1.848355605,10,1,1
3,Educational,16,Educational,1,1,3.085726795,10,0,0
3,Educational,17,Travel,0,5.382367179,1.776868256,9,1,0
3,Educational,18,Music,0,17.21592958,0.799663418,8,0,0
3,Educational,19,Art,0,17.21592958,0.799663418,8,0,0
4,Comedy,0,Art,0,49.52255754,1.371664968,7,1,1
4,Comedy,1,Comedy,1,26.43993155,1.229638531,4,0,1
4,Comedy,2,Art,0,22.64290357,0.966296276,3,1,1
4,Comedy,3,Lifestyle,0,22.92773979,1.050602619,10,0,1
4,Comedy,4,Music,0,49.52255754,1.371664968,7,1,1
4,Comedy,5,Comedy,1,49.05712692,2.811893547,8,0,0
4,Comedy,6,Music,0,36.75138699,3.390588853,10,0,0
4,Comedy,7,Documentary,0,16.49893914,1.853619935,10,0,0
4,Comedy,8,DIY,0,22.92773979,1.050602619,10,0,1
4,Comedy,9,Art,0,19.66823836,2.94211538,7,1,1
4,Comedy,10,Documentary,0,9.446932948,1.42413614,1,1,0
4,Comedy,11,Art,0,25.2280723,2.080764576,6,1,1
4,Comedy,12,Comedy,1,19.24260379,2.808086648,7,0,1
4,Comedy,13,Food,0,34.46760762,0.725724425,1,0,1
4,Comedy,14,Documentary,0,22.64290357,0.966296276,3,1,1
4,Comedy,15,Comedy,1,2.928648857,3.062519941,10,0,0
4,Comedy,16,Educational,0,45.35192397,3.402931551,10,0,0
4,Comedy,17,Travel,0,56.72877955,1.493930053,7,0,0
4,Comedy,18,Music,0,24.34849574,2.622678326,8,0,1
4,Comedy,19,Art,0,9.446932948,1.42413614,1,1,0
5,Food,0,Art,0,59.79395349,2.913548378,5,1,0
5,Food,1,Comedy,0,53.54499888,0.971767771,9,0,0
5,Food,2,Art,0,43.51968065,2.616652856,4,1,0
5,Food,3,Lifestyle,0,47.89315502,2.105079115,1,1,1
5,Food,4,Music,0,54.42048037,2.016072649,3,1,0
5,Food,5,Comedy,0,59.01925888,1.791589728,1,0,1
5,Food,6,Music,0,56.70733934,2.934159592,2,1,0
5,Food,7,Documentary,0,44.16985717,1.093122719,5,1,0
5,Food,8,DIY,0,25.15578315,2.360426308,3,0,1
5,Food,9,Art,0,59.01925888,1.791589728,1,0,1
5,Food,10,Documentary,0,59.79395349,2.913548378,5,1,0
5,Food,11,Art,0,53.54499888,0.971767771,9,0,0
5,Food,12,Comedy,0,43.51968065,2.616652856,4,1,0
5,Food,13,Food,1,40.45676933,2.694419018,3,0,1
5,Food,14,Documentary,0,54.42048037,2.016072649,3,1,0
5,Food,15,Comedy,0,56.70733934,2.934159592,2,1,0
5,Food,16,Educational,0,35.18035842,2.229737994,9,1,1
5,Food,17,Travel,0,35.18035842,2.229737994,9,1,1
5,Food,18,Music,0,25.15578315,2.360426308,3,0,1
5,Food,19,Art,0,44.16985717,1.093122719,5,1,0
6,DIY,0,Art,0,56.48851258,2.240074492,8,1,0
6,DIY,1,Comedy,0,32.64504012,1.942259712,1,1,1
6,DIY,2,Art,0,4.060782611,2.896240404,7,0,1
6,DIY,3,Lifestyle,0,32.64709021,1.716787868,6,0,0
6,DIY,4,Music,0,25.35872851,0.538641541,8,1,1
6,DIY,5,Comedy,0,28.55012816,2.916637048,3,1,0
6,DIY,6,Music,0,51.91552005,1.23612223,5,0,0
6,DIY,7,Documentary,0,22.43071028,0.923731867,9,0,1
6,DIY,8,DIY,1,34.24302314,2.217455695,9,1,1
6,DIY,9,Art,0,26.62037486,2.730116388,2,1,1
6,DIY,10,Documentary,0,39.998294,1.126154547,6,1,1
6,DIY,11,Art,0,26.62037486,2.730116388,2,1,1
6,DIY,12,Comedy,0,56.48851258,2.240074492,8,1,0
6,DIY,13,Food,0,22.43071028,0.923731867,9,0,1
6,DIY,14,Documentary,0,51.91552005,1.23612223,5,0,0
6,DIY,15,Comedy,0,32.64504012,1.942259712,1,1,1
6,DIY,16,Educational,0,25.35872851,0.538641541,8,1,1
6,DIY,17,Travel,0,39.60815577,1.181907881,7,0,0
6,DIY,18,Music,0,3.315987585,2.367432334,5,0,1
6,DIY,19,Art,0,28.55012816,2.916637048,3,1,0
7,Art,0,Art,1,19.85718681,2.784280673,7,0,0
7,Art,1,Comedy,0,30.51286269,2.831211457,7,0,0
7,Art,2,Art,1,34.15315959,3.242301399,8,1,1
7,Art,3,Lifestyle,0,41.94948513,3.713928397,10,0,0
7,Art,4,Music,0,43.99010483,1.882049942,10,0,0
7,Art,5,Comedy,0,22.74029203,2.621674487,9,0,0
7,Art,6,Music,0,22.74029203,2.621674487,9,0,0
7,Art,7,Documentary,0,24.72557297,1.135409123,10,0,0
7,Art,8,DIY,0,43.56386006,3.168308313,10,0,0
7,Art,9,Art,1,34.42405924,1.945317638,10,0,0
7,Art,10,Documentary,0,52.32225401,1.125628401,10,1,1
7,Art,11,Art,1,38.13695293,3.380022022,8,1,1
7,Art,12,Comedy,0,27.36254036,2.358880785,9,0,0
7,Art,13,Food,0,30.607891,1.856611587,6,0,0
7,Art,14,Documentary,0,52.32225401,1.125628401,10,1,1
7,Art,15,Comedy,0,21.67960331,1.842706068,5,0,1
7,Art,16,Educational,0,43.99010483,1.882049942,10,0,0
7,Art,17,Travel,0,21.67960331,1.842706068,5,0,1
7,Art,18,Music,0,39.53419282,0.985684884,8,1,0
7,Art,19,Art,1,15.30649452,1.639239413,10,0,0
8,Documentary,0,Art,0,58.32452769,2.28648776,3,0,0
8,Documentary,1,Comedy,0,26.93514958,1.583801844,10,0,1
8,Documentary,2,Art,0,6.394290888,2.906621037,7,0,1
8,Documentary,3,Lifestyle,0,42.86749454,0.645483989,10,0,1
8,Documentary,4,Music,0,29.32937264,1.099468398,6,0,1
8,Documentary,5,Comedy,0,41.31085572,1.199834742,7,1,0
8,Documentary,6,Music,0,38.64464104,1.549000156,10,0,0
8,Documentary,7,Documentary,1,35.97966392,1.80023532,6,0,0
8,Documentary,8,DIY,0,34.73493169,2.093574754,4,1,1
8,Documentary,9,Art,0,30.14958389,2.605057688,4,1,0
8,Documentary,10,Documentary,1,16.32752652,3.582167505,5,0,0
8,Documentary,11,Art,0,58.32452769,2.28648776,3,0,0
8,Documentary,12,Comedy,0,26.93514958,1.583801844,10,0,1
8,Documentary,13,Food,0,6.394290888,2.906621037,7,0,1
8,Documentary,14,Documentary,1,33.78855217,1.893081117,10,0,1
8,Documentary,15,Comedy,0,29.32937264,1.099468398,6,0,1
8,Documentary,16,Educational,0,34.73493169,2.093574754,4,1,1
8,Documentary,17,Travel,0,41.31085572,1.199834742,7,1,0
8,Documentary,18,Music,0,38.64464104,1.549000156,10,0,0
8,Documentary,19,Art,0,46.68153608,0.535983722,5,0,0
9,Documentary,0,Art,0,31.0795606,0.744585402,5,1,1
9,Documentary,1,Comedy,0,14.52610285,1.584629123,7,0,1
9,Documentary,2,Art,0,38.87175539,2.087734127,2,1,0
9,Documentary,3,Lifestyle,0,25.6036938,2.064649789,10,0,0
9,Documentary,4,Music,0,34.66575966,2.209909423,8,0,1
9,Documentary,5,Comedy,0,14.52610285,1.584629123,7,0,1
9,Documentary,6,Music,0,26.34934594,2.108220546,1,1,1
9,Documentary,7,Documentary,1,24.1354455,3.911541206,4,0,0
9,Documentary,8,DIY,0,57.86548101,2.763376605,2,1,0
9,Documentary,9,Art,0,10.19436284,2.207516934,1,0,1
9,Documentary,10,Documentary,1,1,3.670408568,4,0,1
9,Documentary,11,Art,0,57.86548101,2.763376605,2,1,0
9,Documentary,12,Comedy,0,35.00892341,2.853662022,3,0,0
9,Documentary,13,Food,0,26.34934594,2.108220546,1,1,1
9,Documentary,14,Documentary,1,1,3.463646252,5,0,1
9,Documentary,15,Comedy,0,34.66575966,2.209909423,8,0,1
9,Documentary,16,Educational,0,25.6036938,2.064649789,10,0,0
9,Documentary,17,Travel,0,38.87175539,2.087734127,2,1,0
9,Documentary,18,Music,0,31.0795606,0.744585402,5,1,1
9,Documentary,19,Art,0,6.45812208,1.964438953,4,1,1
10,Food,0,Art,0,45.24062654,0.819224324,1,1,1
10,Food,1,Comedy,0,10.02076722,1.298284094,4,0,0
10,Food,2,Art,0,54.25377757,1.473004197,9,0,0
10,Food,3,Lifestyle,0,10.02076722,1.298284094,4,0,0
10,Food,4,Music,0,35.90266807,1.096492149,7,1,1
10,Food,5,Comedy,0,45.24062654,0.819224324,1,1,1
10,Food,6,Music,0,28.29090183,1.921300709,3,0,1
10,Food,7,Documentary,0,16.75565321,3.434871646,6,0,1
10,Food,8,DIY,0,43.10896973,1.370841511,8,1,0
10,Food,9,Art,0,6.279956465,2.536171206,9,1,1
10,Food,10,Documentary,0,28.29090183,1.921300709,3,0,1
10,Food,11,Art,0,16.59501345,4.207865342,5,0,1
10,Food,12,Comedy,0,43.10896973,1.370841511,8,1,0
10,Food,13,Food,1,18.06365553,3.230207254,9,0,0
10,Food,14,Documentary,0,45.69498182,1.095590381,1,0,1
10,Food,15,Comedy,0,32.78888048,2.566143665,6,1,0
10,Food,16,Educational,0,54.25377757,1.473004197,9,0,0
10,Food,17,Travel,0,6.279956465,2.536171206,9,1,1
10,Food,18,Music,0,35.90266807,1.096492149,7,1,1
10,Food,19,Art,0,45.69498182,1.095590381,1,0,1
11,Documentary,0,Art,0,21.12659244,1.321661363,5,1,0
11,Documentary,1,Comedy,0,33.23293928,1.083070181,8,1,1
11,Documentary,2,Art,0,26.81583811,2.729742272,2,1,1
11,Documentary,3,Lifestyle,0,51.11644201,1.565228688,8,0,0
11,Documentary,4,Music,0,42.84165056,2.592409686,1,1,0
11,Documentary,5,Comedy,0,57.04069986,2.453240126,7,1,1
11,Documentary,6,Music,0,37.55388064,1.375545617,3,1,1
11,Documentary,7,Documentary,1,11.57234263,3.59179464,8,0,1
11,Documentary,8,DIY,0,33.23293928,1.083070181,8,1,1
11,Documentary,9,Art,0,26.81583811,2.729742272,2,1,1
11,Documentary,10,Documentary,1,45.61779624,2.178069232,10,0,0
11,Documentary,11,Art,0,42.84165056,2.592409686,1,1,0
11,Documentary,12,Comedy,0,45.53695562,1.864789425,2,1,1
11,Documentary,13,Food,0,49.93308282,4.149280804,10,1,0
11,Documentary,14,Documentary,1,44.67275417,3.760018269,9,0,1
11,Documentary,15,Comedy,0,21.12659244,1.321661363,5,1,0
11,Documentary,16,Educational,0,45.53695562,1.864789425,2,1,1
11,Documentary,17,Travel,0,46.92568226,4.029195776,10,0,0
11,Documentary,18,Music,0,37.55388064,1.375545617,3,1,1
11,Documentary,19,Art,0,25.38531809,2.531998918,7,0,1
12,Food,0,Art,0,57.97723967,0.530386187,5,1,1
12,Food,1,Comedy,0,5.624450462,1.671651605,10,1,0
12,Food,2,Art,0,1,1.994163506,10,0,0
12,Food,3,Lifestyle,0,42.45716849,1.093766178,9,1,1
12,Food,4,Music,0,55.85538316,2.797789288,4,0,0
12,Food,5,Comedy,0,43.24761177,0.688586368,9,0,1
12,Food,6,Music,0,54.84949118,0.777993706,3,1,1
12,Food,7,Documentary,0,20.71416475,2.67149782,6,1,1
12,Food,8,DIY,0,37.13728716,2.752895026,9,0,1
12,Food,9,Art,0,57.97723967,0.530386187,5,1,1
12,Food,10,Documentary,0,43.26617789,1.636352662,5,1,1
12,Food,11,Art,0,37.13728716,2.752895026,9,0,1
12,Food,12,Comedy,0,43.26617789,1.636352662,5,1,1
12,Food,13,Food,1,36.86478004,2.177866313,10,0,1
12,Food,14,Documentary,0,55.85538316,2.797789288,4,0,0
12,Food,15,Comedy,0,54.84949118,0.777993706,3,1,1
12,Food,16,Educational,0,20.71416475,2.67149782,6,1,1
12,Food,17,Travel,0,42.45716849,1.093766178,9,1,1
12,Food,18,Music,0,1,1.372745472,10,0,0
12,Food,19,Art,0,5.624450462,1.671651605,10,1,0
13,Music,0,Art,0,16.40602444,2.217169388,7,0,1
13,Music,1,Comedy,0,22.0240189,2.534487549,3,1,0
13,Music,2,Art,0,49.58043319,2.968190323,1,0,1
13,Music,3,Lifestyle,0,28.003367,2.831821208,2,0,0
13,Music,4,Music,1,1,1.618238934,4,1,0
13,Music,5,Comedy,0,37.67718934,1.452227142,6,0,1
13,Music,6,Music,1,42.31710355,2.916344718,6,0,1
13,Music,7,Documentary,0,15.34666378,1.659246012,10,1,1
13,Music,8,DIY,0,56.72925049,1.541597644,5,0,1
13,Music,9,Art,0,22.0240189,2.534487549,3,1,0
13,Music,10,Documentary,0,46.18692812,3.542265855,2,0,1
13,Music,11,Art,0,37.10108615,0.694336592,9,1,0
13,Music,12,Comedy,0,15.34666378,1.659246012,10,1,1
13,Music,13,Food,0,48.3625677,2.800837274,3,0,1
13,Music,14,Documentary,0,37.10108615,0.694336592,9,1,0
13,Music,15,Comedy,0,19.31532682,1.992951491,8,0,1
13,Music,16,Educational,0,7.487026856,0.565917436,1,1,0
13,Music,17,Travel,0,49.58043319,2.968190323,1,0,1
13,Music,18,Music,1,24.41830708,2.516510643,9,0,1
13,Music,19,Art,0,28.003367,2.831821208,2,0,0
14,Comedy,0,Art,0,25.12337839,3.564911491,3,0,0
14,Comedy,1,Comedy,1,38.01763919,3.818413176,10,0,1
14,Comedy,2,Art,0,49.90121544,2.919934414,9,0,1
14,Comedy,3,Lifestyle,0,16.27749307,1.128606099,4,1,1
14,Comedy,4,Music,0,12.37083756,0.571956691,5,1,1
14,Comedy,5,Comedy,1,47.09567009,2.717535517,8,0,1
14,Comedy,6,Music,0,43.04429184,1.835865688,5,1,0
14,Comedy,7,Documentary,0,12.37083756,0.571956691,5,1,1
14,Comedy,8,DIY,0,7.02520272,0.834630297,5,1,1
14,Comedy,9,Art,0,6.992702444,2.004743027,10,0,0
14,Comedy,10,Documentary,0,46.63946611,1.444626373,5,1,0
14,Comedy,11,Art,0,53.30213671,2.39249783,2,1,0
14,Comedy,12,Comedy,1,1,1.861447463,6,0,1
14,Comedy,13,Food,0,43.04429184,1.835865688,5,1,0
14,Comedy,14,Documentary,0,55.22411637,1.962873831,5,1,1
14,Comedy,15,Comedy,1,37.30695679,2.309854299,6,1,0
14,Comedy,16,Educational,0,16.27749307,1.128606099,4,1,1
14,Comedy,17,Travel,0,53.30213671,2.39249783,2,1,0
14,Comedy,18,Music,0,14.42539401,1.502812404,10,0,0
14,Comedy,19,Art,0,22.62599911,3.622537349,4,0,0
15,DIY,0,Art,0,8.159052736,2.829686127,4,0,0
15,DIY,1,Comedy,0,33.33798302,2.932775873,10,0,0
15,DIY,2,Art,0,48.80594766,1.64836702,1,0,1
15,DIY,3,Lifestyle,0,21.38776983,1.80900569,1,1,1
15,DIY,4,Music,0,54.67330823,2.04315928,2,1,0
15,DIY,5,Comedy,0,30.30655374,1.961915265,6,1,1
15,DIY,6,Music,0,24.15405069,1.784973723,8,1,1
15,DIY,7,Documentary,0,39.14431264,1.368533521,3,0,1
15,DIY,8,DIY,1,25.20215187,3.331085458,5,0,1
15,DIY,9,Art,0,47.29047577,0.665589945,5,0,1
15,DIY,10,Documentary,0,21.38776983,1.80900569,1,1,1
15,DIY,11,Art,0,39.14431264,1.368533521,3,0,1
15,DIY,12,Comedy,0,30.30655374,1.961915265,6,1,1
15,DIY,13,Food,0,7.9435228,2.140117036,4,0,0
15,DIY,14,Documentary,0,33.33798302,2.932775873,10,0,0
15,DIY,15,Comedy,0,48.80594766,1.64836702,1,0,1
15,DIY,16,Educational,0,54.67330823,2.04315928,2,1,0
15,DIY,17,Travel,0,47.29047577,0.665589945,5,0,1
15,DIY,18,Music,0,24.15405069,1.784973723,8,1,1
15,DIY,19,Art,0,38.44483172,2.091610804,3,0,1
16,Food,0,Art,0,42.86376828,1.232442343,6,0,1
16,Food,1,Comedy,0,7.685784307,1.94452501,2,1,0
16,Food,2,Art,0,30.34283224,1.015834296,2,0,0
16,Food,3,Lifestyle,0,1.552571541,1.274035438,3,0,0
16,Food,4,Music,0,30.34283224,1.015834296,2,0,0
16,Food,5,Comedy,0,32.6879499,2.225987072,9,0,1
16,Food,6,Music,0,36.7407362,2.753315088,10,0,1
16,Food,7,Documentary,0,13.63377255,1.443214913,1,0,1
16,Food,8,DIY,0,45.08129058,2.11720419,5,0,1
16,Food,9,Art,0,59.24413477,1.841476615,8,1,0
16,Food,10,Documentary,0,17.98640932,2.399888522,8,0,1
16,Food,11,Art,0,46.1109016,0.591708007,8,0,1
16,Food,12,Comedy,0,13.63377255,1.443214913,1,0,1
16,Food,13,Food,1,38.71350316,3.41767406,4,0,1
16,Food,14,Documentary,0,44.23422722,2.738017094,2,0,1
16,Food,15,Comedy,0,32.6879499,2.225987072,9,0,1
16,Food,16,Educational,0,17.98640932,2.399888522,8,0,1
16,Food,17,Travel,0,46.1109016,0.591708007,8,0,1
16,Food,18,Music,0,42.00777009,2.804121064,10,1,1
16,Food,19,Art,0,59.24413477,1.841476615,8,1,0
17,Travel,0,Art,0,40.68525622,1.698955254,4,1,0
17,Travel,1,Comedy,0,37.27626149,2.363598685,1,1,1
17,Travel,2,Art,0,59.25833868,2.014437048,1,1,1
17,Travel,3,Lifestyle,0,12.01691665,1.209439764,6,1,1
17,Travel,4,Music,0,51.23904922,0.723010822,9,0,0
17,Travel,5,Comedy,0,32.31011818,3.403435423,9,0,0
17,Travel,6,Music,0,23.86097754,1.684924854,10,0,1
17,Travel,7,Documentary,0,51.79496348,0.719719061,8,0,0
17,Travel,8,DIY,0,10.59803599,0.882147848,7,1,0
17,Travel,9,Art,0,59.25833868,2.014437048,1,1,1
17,Travel,10,Documentary,0,33.53329912,1.582934583,8,0,1
17,Travel,11,Art,0,51.23904922,0.723010822,9,0,0
17,Travel,12,Comedy,0,37.27626149,2.363598685,1,1,1
17,Travel,13,Food,0,40.68525622,1.698955254,4,1,0
17,Travel,14,Documentary,0,23.86097754,1.684924854,10,0,1
17,Travel,15,Comedy,0,33.83669131,2.444835015,9,0,1
17,Travel,16,Educational,0,10.59803599,0.882147848,7,1,0
17,Travel,17,Travel,1,1.930077147,2.504984156,7,0,1
17,Travel,18,Music,0,31.69156964,2.5405918,10,0,0
17,Travel,19,Art,0,51.79496348,0.719719061,8,0,0
18,Music,0,Art,0,36.67991298,2.793489033,6,1,0
18,Music,1,Comedy,0,18.33253528,0.787092062,10,1,0
18,Music,2,Art,0,20.87468043,1.953095554,4,1,0
18,Music,3,Lifestyle,0,34.29241879,0.629558842,2,0,0
18,Music,4,Music,1,21.57814173,2.907775524,4,1,1
18,Music,5,Comedy,0,19.18465549,0.927218968,3,1,1
18,Music,6,Music,1,6.077559154,3.405957563,8,0,1
18,Music,7,Documentary,0,56.1156794,1.891907233,8,0,0
18,Music,8,DIY,0,22.802358,1.563591097,1,1,0
18,Music,9,Art,0,43.33288043,2.993138837,6,0,0
18,Music,10,Documentary,0,56.1156794,1.891907233,8,0,0
18,Music,11,Art,0,35.17317149,1.87230495,2,1,1
18,Music,12,Comedy,0,34.29241879,0.629558842,2,0,0
18,Music,13,Food,0,20.87468043,1.953095554,4,1,0
18,Music,14,Documentary,0,18.33253528,0.787092062,10,1,0
18,Music,15,Comedy,0,22.802358,1.563591097,1,1,0
18,Music,16,Educational,0,20.39885015,2.423732333,6,0,1
18,Music,17,Travel,0,19.18465549,0.927218968,3,1,1
18,Music,18,Music,1,23.56886732,4.041189547,8,0,0
18,Music,19,Art,0,43.33288043,2.993138837,6,0,0
19,Dance,0,Art,0,31.02414106,2.015254703,3,1,0
19,Dance,1,Comedy,0,10.86845876,2.62681865,2,1,0
19,Dance,2,Art,0,56.31159369,2.977323691,2,1,0
19,Dance,3,Lifestyle,0,16.0895026,0.909139857,5,1,1
19,Dance,4,Music,0,25.85757217,2.816123559,6,1,1
19,Dance,5,Comedy,0,51.30058272,0.849430942,9,1,1
19,Dance,6,Music,0,16.0895026,0.909139857,5,1,1
19,Dance,7,Documentary,0,49.80160961,2.162993052,10,1,0
19,Dance,8,DIY,0,24.73567663,2.693001352,9,0,1
19,Dance,9,Art,0,49.91296917,1.597837271,3,1,1
19,Dance,10,Documentary,0,12.63536254,0.506777249,9,0,0
19,Dance,11,Art,0,31.02414106,2.015254703,3,1,0
19,Dance,12,Comedy,0,10.86845876,2.62681865,2,1,0
19,Dance,13,Food,0,12.63536254,0.506777249,9,0,0
19,Dance,14,Documentary,0,49.80160961,2.162993052,10,1,0
19,Dance,15,Comedy,0,24.73567663,2.693001352,9,0,1
19,Dance,16,Educational,0,56.31159369,2.977323691,2,1,0
19,Dance,17,Travel,0,51.30058272,0.849430942,9,1,1
19,Dance,18,Music,0,49.91296917,1.597837271,3,1,1
19,Dance,19,Art,0,25.85757217,2.816123559,6,1,1
20,Dance,0,Art,0,28.73404787,1.332039465,3,0,1
20,Dance,1,Comedy,0,12.659964,2.485062973,1,1,1
20,Dance,2,Art,0,34.89540736,2.766180277,3,0,0
20,Dance,3,Lifestyle,0,11.08474553,2.616130729,8,1,1
20,Dance,4,Music,0,34.89540736,2.766180277,3,0,0
20,Dance,5,Comedy,0,22.14471373,1.12122285,7,0,1
20,Dance,6,Music,0,45.78035011,1.932877123,6,0,1
20,Dance,7,Documentary,0,26.85080098,2.493238414,5,1,0
20,Dance,8,DIY,0,11.08474553,2.616130729,8,1,1
20,Dance,9,Art,0,53.22211002,1.355204372,6,1,1
20,Dance,10,Documentary,0,28.73404787,1.332039465,3,0,1
20,Dance,11,Art,0,17.77169823,2.748936433,7,0,1
20,Dance,12,Comedy,0,22.14471373,1.12122285,7,0,1
20,Dance,13,Food,0,6.84428391,1.924724212,10,1,1
20,Dance,14,Documentary,0,45.78035011,1.932877123,6,0,1
20,Dance,15,Comedy,0,6.84428391,1.924724212,10,1,1
20,Dance,16,Educational,0,26.85080098,2.493238414,5,1,0
20,Dance,17,Travel,0,53.22211002,1.355204372,6,1,1
20,Dance,18,Music,0,12.659964,2.485062973,1,1,1
20,Dance,19,Art,0,17.77169823,2.748936433,7,0,1
21,Comedy,0,Art,0,55.73746596,2.268096586,10,0,1
21,Comedy,1,Comedy,1,1,2.709644231,5,1,0
21,Comedy,2,Art,0,44.38984911,1.997573412,4,0,1
21,Comedy,3,Lifestyle,0,36.69585981,2.016787616,6,0,1
21,Comedy,4,Music,0,57.7491137,1.356310643,6,0,0
21,Comedy,5,Comedy,1,21.56422293,1.372104849,6,0,1
21,Comedy,6,Music,0,29.79616543,0.783095115,5,0,1
21,Comedy,7,Documentary,0,45.50443296,2.835917537,6,0,1
21,Comedy,8,DIY,0,55.73746596,2.268096586,10,0,1
21,Comedy,9,Art,0,37.61295979,0.755531661,4,1,0
21,Comedy,10,Documentary,0,1,2.505333389,10,0,0
21,Comedy,11,Art,0,57.10058368,0.883378508,8,1,1
21,Comedy,12,Comedy,1,48.43420668,1.74670108,10,0,1
21,Comedy,13,Food,0,57.7491137,1.356310643,6,0,0
21,Comedy,14,Documentary,0,44.38984911,1.997573412,4,0,1
21,Comedy,15,Comedy,1,1,2.655501638,5,1,0
