"","screen_time","content_type","attention_score"
"81",4.68882673769258,"Mixed",72.2574242210437
"82",1.78355552977882,"Mixed",89.6485868051741
"83",7.67966039734893,"Entertainment",34.9836381144592
"84",1.20437424071133,"Mixed",92.7947968476782
"85",2.08351037092507,"Entertainment",77.2252852943637
"86",2.43800717941485,"Entertainment",73.8612688488468
"87",7.29974747914821,"Mixed",62.4673261609425
"88",6.41736243921332,"Mixed",64.0851045234782
"89",7.77370907808654,"Entertainment",24.344683591297
"90",6.46286141662858,"Educational",85.786369669134
"91",7.79381806193851,"Mixed",53.8214578734802
"92",1.25848023593426,"Educational",103.209561964066
"93",4.41718291211873,"Entertainment",71.3904948643292
"94",4.7477055892814,"Entertainment",58.4920463807203
"95",3.55688091507182,"Entertainment",66.552286575194
"96",3.99988860590383,"Entertainment",65.2165043562673
"97",7.38615204300731,"Educational",86.5408731998431
"98",1.49384258966893,"Mixed",92.2237298595703
"99",4.8786819127854,"Mixed",72.4579582397093
"100",5.8157664986793,"Educational",89.2818471730028
"101",6.49920539837331,"Mixed",63.0785922185728
"102",3.4176359672565,"Educational",92.5897349087955
"103",4.0487298227381,"Educational",89.384272962974
"104",4.02841784711927,"Educational",85.9851394406399
"105",2.28048839280382,"Mixed",88.7758140338429
"106",1.09366434114054,"Mixed",95.6346753951483
"107",5.66587145463564,"Entertainment",46.767493388198
"108",6.90315338666551,"Educational",83.0520253841972
"109",6.9487332534045,"Entertainment",34.6285714522442
"110",5.89965970092453,"Mixed",66.4716188969266
"111",5.00620976556093,"Educational",82.6443774807117
"112",5.23098324541934,"Entertainment",59.5498334944114
"113",5.59788523381576,"Educational",81.5010575769197
"114",3.44239215529524,"Entertainment",66.1530577063248
"115",4.30772156780586,"Entertainment",65.2814421642051
"116",3.41346084699035,"Mixed",79.8950437070935
"117",5.58472870453261,"Mixed",68.1421862115373
"118",5.12891479348764,"Entertainment",48.2710143150724
"119",2.49751910474151,"Mixed",92.4591284774413
"120",2.89383484935388,"Mixed",78.9471315040511
"121",1.60500559560023,"Entertainment",86.2836353474188
"122",5.93938015960157,"Mixed",57.3235146499554
"123",6.27340072346851,"Mixed",65.0911043255377
"124",6.73003810807131,"Entertainment",42.8474939991105
"125",7.58785017882474,"Mixed",58.4907925864699
"126",7.44161202129908,"Educational",86.0133712983256
"127",4.47813677508384,"Mixed",79.8646181410654
"128",2.5746387001127,"Entertainment",80.8873346080386
"129",6.7041104468517,"Entertainment",39.6899901812206
"130",4.44249770278111,"Mixed",80.1264204507366
"131",6.01085074618459,"Entertainment",48.8142041854431
"132",4.88376714102924,"Educational",88.0004277559818
"133",6.77958513237536,"Mixed",57.8967991726247
"134",2.24868928897195,"Mixed",80.2246479611353
"135",4.74580273847096,"Entertainment",61.499799023391
"136",6.02508496749215,"Entertainment",45.7711009121382
"137",7.85104775475338,"Entertainment",29.6017819692147
"138",5.32242602389306,"Mixed",72.0517728299891
"139",3.85822356445715,"Mixed",70.7285056568207
"140",2.35982660902664,"Entertainment",71.3275368069424
"141",2.19438585476018,"Entertainment",88.0952090416918
"142",2.46251282421872,"Mixed",84.5416766738961
"143",4.67144065885805,"Educational",84.3359489761556
"144",5.77214480191469,"Mixed",65.3498398602492
"145",2.73847427777946,"Mixed",84.9101452697563
"146",6.0060634186957,"Mixed",74.3622736322547
"147",3.70440885564312,"Educational",86.6194607797049
"148",7.4483060981147,"Mixed",57.5183931374254
"149",3.56629717163742,"Mixed",81.8496763944411
"150",4.66415854170918,"Mixed",65.8832757724192
